Source,Target,Distance
51,1049,games
2,624,fashion
152,2269,hardware
27,611,sports
27,221,hardware
90,1972,fashion
110,1657,games
61,511,fashion
27,1935,hardware
74,367,movies
22,233,electronics
22,208,sports
27,820,games
133,1097,sports
64,846,clothing
111,1681,clothing
99,2212,sports
127,150,fashion
105,399,games
123,1190,electronics
64,926,clothing
97,1522,clothing
111,1016,movies
93,956,electronics
70,943,electronics
128,1111,hardware
85,864,clothing
51,726,fashion
59,931,games
20,1384,hardware
66,1315,sports
20,355,computers
13,2208,computers
11,390,clothing
57,306,games
93,2177,fashion
117,1249,clothing
119,2356,fashion
9,1027,games
111,388,sports
2,624,games
64,2009,computers
84,2218,electronics
135,1087,movies
117,973,sports
64,68,games
2,1337,computers
36,2161,clothing
85,864,computers
9,21,games
27,856,fashion
104,1615,sports
20,286,sports
11,969,computers
64,2009,hardware
100,2306,computers
59,2133,sports
44,1926,computers
61,1645,computers
66,426,sports
59,439,clothing
146,2259,clothing
36,1001,clothing
85,84,clothing
53,1740,computers
64,1544,games
54,165,games
97,412,clothing
8,464,movies
130,397,games
117,1249,movies
124,168,clothing
77,595,sports
9,1300,games
64,2084,clothing
53,1059,games
99,1,computers
71,113,movies
99,277,sports
27,1892,hardware
63,212,computers
54,1042,clothing
114,2128,sports
72,715,hardware
86,689,computers
63,1690,automotive
66,1360,sports
72,455,hardware
13,2208,clothing
90,1639,sports
66,736,computers
70,943,hardware
13,2208,fashion
130,397,clothing
97,649,sports
74,367,clothing
117,973,movies
39,210,automotive
54,1436,clothing
72,1307,computers
94,333,clothing
84,1404,clothing
66,1315,games
136,2343,movies
78,1769,hardware
99,1,sports
72,2000,sports
93,508,computers
11,1260,games
75,253,computers
95,436,sports
78,1769,clothing
75,1525,movies
123,1634,electronics
27,221,computers
35,2199,hardware
128,1090,computers
22,157,fashion
127,1734,computers
36,127,sports
75,1771,movies
54,1234,hardware
8,1024,sports
97,1103,games
22,233,sports
114,1581,sports
70,420,clothing
122,1730,clothing
85,84,movies
51,1393,clothing
115,1000,clothing
72,717,fashion
59,931,sports
84,244,computers
97,819,hardware
85,2359,clothing
63,212,sports
77,343,movies
135,923,games
59,439,hardware
11,1155,fashion
53,1538,clothing
20,1801,hardware
8,2383,electronics
94,1535,hardware
75,1771,fashion
2,261,fashion
94,352,movies
27,1065,games
22,415,clothing
18,1874,computers
72,715,games
94,896,clothing
142,971,computers
99,2368,movies
64,846,sports
84,1945,sports
142,971,games
63,1690,computers
70,420,sports
130,2182,games
120,1210,computers
27,2073,games
64,68,sports
94,1535,hardware
35,400,clothing
18,1205,games
99,2278,movies
64,846,computers
97,649,computers
57,2221,fashion
53,670,computers
27,2073,sports
20,1384,sports
25,2216,sports
35,2127,sports
63,212,computers
22,1022,clothing
64,1544,games
94,1966,games
85,84,games
11,1155,clothing
53,2139,computers
13,271,clothing
85,864,sports
64,1017,hardware
36,2161,computers
112,1563,movies
61,1645,fashion
75,65,clothing
36,1001,computers
25,643,electronics
64,2084,clothing
77,343,computers
141,1477,movies
35,279,computers
135,1087,computers
93,508,computers
18,970,movies
64,2009,computers
39,210,hardware
27,820,movies
97,1522,automotive
63,1690,computers
53,767,games
2,1337,games
64,1157,games
54,770,sports
22,415,clothing
136,2343,sports
69,34,electronics
32,1815,fashion
35,2199,computers
59,2133,games
124,168,hardware
97,412,fashion
93,956,hardware
51,2030,clothing
90,1639,hardware
36,2227,movies
113,1911,hardware
121,1946,clothing
97,649,computers
66,473,computers
111,1016,fashion
51,143,movies
99,1804,automotive
137,256,hardware
97,1522,sports
54,243,automotive
77,595,games
35,279,computers
130,2182,games
71,113,fashion
27,2384,computers
22,985,fashion
8,2383,games
93,956,hardware
117,1249,electronics
9,21,computers
8,1241,clothing
64,1367,clothing
137,256,clothing
44,827,clothing
44,827,hardware
54,1026,electronics
63,212,computers
9,1277,automotive
22,208,games
8,2383,clothing
129,1527,games
59,867,games
64,708,hardware
2,1450,games
93,1489,computers
82,1214,sports
35,400,clothing
20,286,movies
2,518,clothing
51,1049,electronics
100,2306,fashion
27,611,computers
94,352,hardware
114,1581,games
72,1264,computers
27,856,sports
93,2177,sports
13,1555,hardware
20,286,computers
64,68,movies
104,2209,movies
127,1734,clothing
72,1307,clothing
44,935,sports
116,498,fashion
2,1450,games
97,1640,computers
90,1639,games
64,1997,games
78,1769,hardware
97,1609,computers
35,861,games
119,2356,games
105,399,computers
11,1155,electronics
70,943,games
32,1273,computers
18,1658,movies
8,1024,hardware
104,754,sports
54,1042,clothing
130,2182,movies
117,1249,movies
85,84,games
57,1320,clothing
9,1091,games
128,1111,sports
109,2293,clothing
20,1806,computers
104,2209,electronics
85,309,clothing
66,426,games
36,127,sports
93,417,movies
99,2212,movies
97,412,clothing
11,390,computers
72,1307,games
115,1000,computers
53,1059,computers
82,1546,automotive
78,1769,automotive
124,1537,hardware
85,2359,sports
63,590,games
59,801,hardware
59,2133,computers
25,1807,movies
8,1024,games
63,1690,sports
22,844,clothing
54,770,fashion
18,121,fashion
70,1516,fashion
63,83,computers
94,741,fashion
11,1155,games
114,1581,games
61,511,games
51,1393,games
54,2379,clothing
54,1163,automotive
128,1090,hardware
93,956,hardware
74,1270,games
22,76,computers
94,1206,sports
13,1623,games
111,388,computers
77,595,games
22,76,hardware
13,1362,computers
36,2227,fashion
35,400,computers
135,923,electronics
64,1017,clothing
90,1639,automotive
148,1044,hardware
51,143,games
85,864,computers
112,977,movies
63,590,computers
72,765,fashion
59,439,hardware
152,2269,computers
66,1315,fashion
53,767,computers
104,1615,games
35,1226,electronics
18,1205,fashion
75,65,automotive
32,1273,computers
111,2081,clothing
142,971,fashion
84,1404,computers
27,856,hardware
59,2029,electronics
20,1145,movies
111,1016,sports
51,726,clothing
133,1097,fashion
27,856,games
35,305,computers
111,191,games
51,726,sports
20,355,sports
36,1001,hardware
35,305,electronics
51,143,electronics
64,1017,electronics
63,1548,clothing
94,1535,games
72,1484,clothing
71,113,games
22,76,movies
123,1634,movies
74,367,hardware
97,1609,sports
59,801,clothing
93,417,sports
66,12,automotive
99,277,movies
75,253,sports
18,1874,games
130,2182,movies
8,2383,hardware
124,1537,hardware
135,923,clothing
111,2081,computers
22,208,sports
53,1687,fashion
84,1945,fashion
111,1422,movies
85,1387,sports
82,2190,games
103,2142,fashion
104,1495,movies
111,2081,clothing
93,2177,computers
11,2222,hardware
53,670,fashion
64,68,fashion
129,1527,fashion
35,807,games
93,417,hardware
75,358,sports
84,1945,movies
25,1807,clothing
84,997,computers
8,1889,computers
124,168,sports
27,820,hardware
51,810,computers
63,1690,electronics
64,504,clothing
53,881,hardware
64,1544,games
77,2248,sports
77,1989,movies
63,585,fashion
133,2365,automotive
78,1769,clothing
18,374,sports
78,1769,clothing
51,1485,computers
122,1730,hardware
136,2295,movies
84,1404,games
22,415,electronics
64,1017,hardware
35,305,computers
27,1329,movies
141,1477,clothing
133,1097,movies
97,1640,automotive
85,309,electronics
51,1049,games
18,1958,computers
57,2221,electronics
22,157,clothing
99,97,hardware
111,2081,automotive
108,375,computers
78,1769,automotive
99,277,games
35,807,fashion
84,1945,computers
51,1318,computers
44,827,clothing
13,271,movies
18,1205,computers
127,1734,clothing
105,1760,clothing
35,1226,fashion
104,2209,computers
148,1125,computers
2,1450,games
59,439,computers
64,1588,games
75,1771,fashion
61,1645,games
119,2356,movies
22,1717,automotive
97,1756,fashion
77,1457,computers
8,1889,games
64,926,hardware
11,2222,clothing
59,2355,clothing
93,417,sports
9,1091,hardware
28,1465,games
64,1997,sports
104,754,movies
94,741,clothing
22,1782,hardware
11,969,movies
148,1125,electronics
9,1143,movies
129,1527,movies
63,212,movies
77,1457,clothing
53,767,sports
22,208,hardware
99,2368,games
35,2229,computers
35,2229,movies
114,1581,sports
99,1744,sports
64,708,fashion
51,1485,hardware
39,1880,hardware
85,309,electronics
120,1210,electronics
126,1803,sports
111,1422,clothing
72,1856,fashion
54,1436,computers
64,1588,clothing
99,2032,computers
64,1157,movies
121,1946,automotive
94,352,computers
51,143,computers
54,165,movies
9,1277,fashion
133,2365,sports
27,1935,computers
82,1546,sports
18,1205,movies
63,585,movies
135,923,games
53,769,computers
82,1546,sports
99,2278,games
93,956,clothing
99,2278,sports
22,985,computers
131,10,games
77,2248,clothing
124,1537,hardware
110,1719,clothing
54,1026,computers
135,1069,sports
71,113,movies
11,1155,electronics
135,1069,automotive
103,1759,fashion
22,844,clothing
136,2295,computers
35,807,sports
84,2218,games
54,770,sports
11,1155,clothing
99,2278,movies
66,426,clothing
104,754,sports
116,498,electronics
22,157,games
99,97,automotive
82,2361,fashion
82,2361,hardware
27,856,fashion
82,1214,automotive
11,1155,sports
13,1555,fashion
95,436,computers
94,1535,sports
54,165,sports
135,1069,games
75,253,sports
27,1935,fashion
121,1946,fashion
9,1143,games
111,855,hardware
93,417,movies
104,2174,movies
100,2092,clothing
25,1807,movies
36,1001,games
35,868,computers
100,2306,computers
111,1016,clothing
66,426,sports
36,1953,sports
59,801,games
72,455,games
114,2128,electronics
123,1634,clothing
51,1393,sports
53,769,electronics
11,2222,games
74,2132,clothing
54,1042,clothing
97,9,computers
72,1370,electronics
57,2285,fashion
74,2132,hardware
51,726,clothing
82,2190,computers
111,855,movies
136,2295,movies
136,2295,movies
99,277,games
51,2030,fashion
20,1145,hardware
94,896,fashion
13,1072,computers
110,1657,computers
22,1022,sports
22,844,computers
61,511,computers
93,2230,movies
120,1210,fashion
27,382,movies
111,1422,computers
20,1145,computers
118,38,electronics
35,2146,games
77,1457,clothing
99,1744,sports
70,1516,clothing
63,83,fashion
84,2244,sports
9,430,computers
136,2343,clothing
57,1320,sports
130,2182,sports
75,1525,computers
36,2227,games
152,2269,sports
53,769,computers
97,1103,movies
97,1756,sports
22,233,electronics
64,564,computers
75,1525,clothing
63,462,electronics
35,2127,clothing
9,1300,computers
27,1892,automotive
99,2212,electronics
77,751,hardware
11,2222,clothing
2,261,electronics
59,931,clothing
51,1485,games
72,1201,sports
99,1744,clothing
18,934,clothing
93,1489,computers
35,868,games
99,2212,clothing
74,1270,computers
66,426,movies
85,2359,computers
32,1273,clothing
25,2216,automotive
35,2229,hardware
35,2229,clothing
122,1809,hardware
2,624,games
2,518,clothing
105,399,sports
13,1362,computers
27,2073,computers
11,1260,games
18,1958,computers
54,2379,sports
11,2222,fashion
13,1623,computers
85,2359,games
135,1069,hardware
71,1161,hardware
100,2092,fashion
35,701,movies
77,1457,clothing
129,1468,computers
22,233,fashion
22,208,electronics
66,1315,hardware
95,436,hardware
122,1730,games
72,1264,sports
22,76,electronics
63,1690,sports
95,436,clothing
64,846,sports
35,279,games
104,1495,games
64,926,computers
93,2230,movies
9,1143,sports
22,76,clothing
69,34,electronics
128,1090,fashion
8,1241,clothing
82,1214,movies
75,1525,computers
63,462,hardware
53,1687,computers
18,1658,clothing
90,1972,computers
77,1304,clothing
22,76,hardware
72,717,clothing
22,76,electronics
61,511,automotive
115,1000,games
35,2243,clothing
135,1069,fashion
86,1732,sports
77,1989,computers
121,1915,computers
35,2229,computers
118,38,clothing
54,1234,games
53,1740,sports
36,2227,movies
122,186,computers
97,1609,automotive
131,10,sports
36,1953,computers
36,1001,automotive
99,97,fashion
53,1059,electronics
104,2174,movies
61,1085,games
75,253,movies
135,1087,games
27,221,clothing
130,397,sports
51,810,fashion
9,21,computers
121,1946,movies
54,1026,electronics
9,1027,computers
35,2243,computers
8,1885,hardware
64,2009,computers
35,2127,sports
128,1111,games
124,1537,clothing
126,531,computers
77,595,computers
59,931,fashion
85,84,games
35,807,electronics
66,1360,games
53,769,movies
63,212,sports
9,1091,fashion
130,2182,hardware
54,1026,sports
27,1892,hardware
59,931,clothing
51,1049,computers
129,1527,sports
35,2243,sports
22,208,hardware
64,846,hardware
20,286,clothing
100,1793,electronics
9,1300,fashion
84,2218,games
137,256,movies
11,390,clothing
13,1362,clothing
35,2199,automotive
100,2092,electronics
35,701,fashion
115,1369,electronics
61,1645,computers
59,2355,games
72,1370,games
90,1639,electronics
104,1495,clothing
72,765,hardware
61,1645,games
116,498,hardware
35,279,games
84,2244,electronics
77,2248,games
53,2139,computers
85,1403,electronics
57,2285,movies
136,2343,fashion
122,186,sports
54,1163,hardware
132,66,hardware
104,2209,games
94,741,fashion
103,1759,movies
18,1658,clothing
131,10,hardware
54,1436,clothing
18,1205,clothing
110,1657,computers
124,1537,clothing
136,2343,clothing
100,2092,games
63,1690,computers
77,343,hardware
129,1468,movies
109,2293,computers
111,2081,games
127,1734,hardware
121,1946,games
94,741,movies
59,2029,automotive
27,2384,hardware
71,1697,electronics
85,84,hardware
32,1815,sports
39,210,hardware
100,1793,sports
59,2133,electronics
54,1042,games
18,374,games
104,2209,games
59,801,movies
64,68,electronics
32,1120,sports
77,595,sports
82,1214,sports
20,355,clothing
66,1360,electronics
115,1000,electronics
35,2146,sports
64,1567,games
97,412,clothing
25,2216,hardware
90,1972,computers
27,221,computers
8,1241,sports
27,1329,games
99,1804,automotive
77,751,computers
148,1044,clothing
100,2306,computers
75,358,hardware
142,971,sports
110,1657,computers
66,1721,hardware
54,770,hardware
59,2355,fashion
118,38,electronics
57,542,electronics
53,670,clothing
137,256,clothing
117,973,movies
39,2113,games
9,1277,fashion
84,1945,clothing
18,374,movies
20,286,clothing
94,741,games
53,769,sports
77,1304,fashion
103,2142,clothing
8,1241,sports
72,1484,clothing
74,2132,games
129,1527,computers
44,1926,games
135,923,sports
9,1277,hardware
18,934,games
20,1801,games
94,1206,sports
